2018-11-14 16:50:41 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:53:41 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:53:41 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:53:41 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-15 08:53:41 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:53:41 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:53:41 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:53:41 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:53:41 | INFO     | Application terminated on window close button. Bye.
2018-11-15 08:54:13 | DEBUG    | Application version: 0.5
2018-11-15 08:54:13 | DEBUG    | GTK+ version: 3.24.1
2018-11-15 08:54:13 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-15 08:54:13 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:54:13 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:54:13 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:54:13 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-15 08:54:13 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:54:14 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:54:14 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:54:14 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:54:18 | INFO     | Application terminated on window close button. Bye.
2018-11-15 08:56:24 | DEBUG    | Application version: 0.5
2018-11-15 08:56:24 | DEBUG    | GTK+ version: 3.24.1
2018-11-15 08:56:24 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-15 08:56:24 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:56:24 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:56:24 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:56:24 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-15 08:56:24 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:56:24 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:56:24 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:56:25 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:56:30 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:56:30 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:56:35 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:56:38 | INFO     | Application terminated on window close button. Bye.
2018-11-15 08:57:37 | DEBUG    | Application version: 0.5
2018-11-15 08:57:37 | DEBUG    | GTK+ version: 3.24.1
2018-11-15 08:57:37 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-15 08:57:37 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:57:37 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:57:37 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:57:37 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-15 08:57:37 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:57:37 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:57:38 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:57:38 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:57:46 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:57:46 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:57:46 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:57:46 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:57:50 | INFO     | Application terminated on window close button. Bye.
2018-11-15 08:59:22 | DEBUG    | Application version: 0.5
2018-11-15 08:59:22 | DEBUG    | GTK+ version: 3.24.1
2018-11-15 08:59:22 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-15 08:59:22 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:59:22 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:59:22 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:59:22 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-15 08:59:22 | INFO     | Application terminated on window close button. Bye.
2018-11-15 09:00:10 | DEBUG    | Application version: 0.5
2018-11-15 09:00:10 | DEBUG    | GTK+ version: 3.24.1
2018-11-15 09:00:10 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-15 09:00:10 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 09:00:10 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 09:00:10 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 09:00:10 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-15 09:00:10 | INFO     | Suche Medium in /run/media/anke
2018-11-15 09:00:10 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 09:00:10 | INFO     | Suche Medium in /run/media/anke
2018-11-15 09:00:10 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 09:00:39 | INFO     | Application terminated on window close button. Bye.
2018-11-15 09:05:36 | DEBUG    | Application version: 0.5
2018-11-15 09:05:36 | DEBUG    | GTK+ version: 3.24.1
2018-11-15 09:05:36 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-15 09:05:36 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 09:05:36 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 09:05:36 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 09:05:36 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-15 09:05:36 | INFO     | Suche Medium in /run/media/anke
2018-11-15 09:05:36 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 09:05:36 | INFO     | Suche Medium in /run/media/anke
2018-11-15 09:05:36 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 09:05:48 | INFO     | Application terminated on window close button. Bye.
